time_step,building_id,charger_id,connected_ev,connected_ev_soc,action,constraint_violations
7969,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7969,2,charger_10_1,EV_3,7.792554630148552,0.05532,[]
7969,3,charger_12_1,EV_4,21.918361248441723,0.05532,[]
7969,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7970,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7970,2,charger_10_1,EV_3,8.100103699843238,0.05532,[]
7970,3,charger_12_1,EV_4,22.141155478426654,0.05532,[]
7970,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7971,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7971,2,charger_10_1,EV_3,8.405807475119758,0.05532,[]
7971,3,charger_12_1,EV_4,22.36261294303167,0.05532,[]
7971,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7972,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7972,2,charger_10_1,EV_3,8.709677027744618,0.05532,[]
7972,3,charger_12_1,EV_4,22.58274166284906,0.05532,[]
7972,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7973,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7973,2,charger_10_1,EV_3,9.01172336305373,0.05532,[]
7973,3,charger_12_1,EV_4,22.801549610347543,0.05532,[]
7973,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7974,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7974,2,charger_10_1,EV_3,9.311957420350986,0.05532,[]
7974,3,charger_12_1,EV_4,23.019044710161033,0.05532,[]
7974,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7975,1,charger_1_1,,,-0.02,['Discharge During Idle']
7975,2,charger_10_1,,,-0.02,['Discharge During Idle']
7975,3,charger_12_1,EV_4,23.235234839375643,-0.02,['Charging Power Violation']
7975,4,charger_15_1,,,-0.02,['Discharge During Idle']
7976,1,charger_1_1,,,-0.02,['Discharge During Idle']
7976,2,charger_10_1,,,-0.02,['Discharge During Idle']
7976,3,charger_12_1,EV_4,22.941494880793886,-0.02,['Charging Power Violation']
7976,4,charger_15_1,,,-0.02,['Discharge During Idle']
7977,1,charger_1_1,,,-0.02,['Discharge During Idle']
7977,2,charger_10_1,,,-0.02,['Discharge During Idle']
7977,3,charger_12_1,EV_4,22.649517361963618,-0.02,['Charging Power Violation']
7977,4,charger_15_1,,,-0.02,['Discharge During Idle']
7978,1,charger_1_1,,,-0.02,['Discharge During Idle']
7978,2,charger_10_1,,,-0.02,['Discharge During Idle']
7978,3,charger_12_1,,,-0.02,['Discharge During Idle']
7978,4,charger_15_1,,,-0.02,['Discharge During Idle']
7979,1,charger_1_1,,,-0.02,['Discharge During Idle']
7979,2,charger_10_1,,,-0.02,['Discharge During Idle']
7979,3,charger_12_1,,,-0.02,['Discharge During Idle']
7979,4,charger_15_1,,,-0.02,['Discharge During Idle']
7980,1,charger_1_1,,,-0.02,['Discharge During Idle']
7980,2,charger_10_1,,,-0.02,['Discharge During Idle']
7980,3,charger_12_1,,,-0.02,['Discharge During Idle']
7980,4,charger_15_1,,,-0.02,['Discharge During Idle']
7981,1,charger_1_1,,,-0.02,['Discharge During Idle']
7981,2,charger_10_1,,,-0.02,['Discharge During Idle']
7981,3,charger_12_1,,,-0.02,['Discharge During Idle']
7981,4,charger_15_1,,,-0.02,['Discharge During Idle']
7982,1,charger_1_1,,,-0.02,['Discharge During Idle']
7982,2,charger_10_1,,,-0.02,['Discharge During Idle']
7982,3,charger_12_1,,,-0.02,['Discharge During Idle']
7982,4,charger_15_1,,,-0.02,['Discharge During Idle']
7983,1,charger_1_1,,,-0.02,['Discharge During Idle']
7983,2,charger_10_1,,,-0.02,['Discharge During Idle']
7983,3,charger_12_1,,,-0.02,['Discharge During Idle']
7983,4,charger_15_1,,,-0.02,['Discharge During Idle']
7984,1,charger_1_1,,,-0.0044,['Discharge During Idle']
7984,2,charger_10_1,,,-0.0044,['Discharge During Idle']
7984,3,charger_12_1,EV_4,18.925140192474668,-0.0044,['Charging Power Violation']
7984,4,charger_15_1,,,-0.0044,['Discharge During Idle']
7985,1,charger_1_1,,,-0.0044,['Discharge During Idle']
7985,2,charger_10_1,EV_3,7.409976946563812,-0.0044,['Charging Power Violation']
7985,3,charger_12_1,EV_4,20.069692773757502,-0.0044,['Charging Power Violation']
7985,4,charger_15_1,,,-0.0044,['Discharge During Idle']
7986,1,charger_1_1,,,-0.0044,['Discharge During Idle']
7986,2,charger_10_1,EV_3,2.1524143267883886,-0.0044,['Charging Power Violation']
7986,3,charger_12_1,EV_4,19.915322336214945,-0.0044,['Charging Power Violation']
7986,4,charger_15_1,,,-0.0044,['Discharge During Idle']
7987,1,charger_1_1,,,-0.024,['Discharge During Idle']
7987,2,charger_10_1,EV_3,6.767215063504844,-0.024,['Charging Power Violation']
7987,3,charger_12_1,EV_4,19.761878121297645,-0.024,['Charging Power Violation']
7987,4,charger_15_1,,,-0.024,['Discharge During Idle']
7988,1,charger_1_1,,,-0.024,['Discharge During Idle']
7988,2,charger_10_1,EV_3,7.3602554161222535,-0.024,['Charging Power Violation']
7988,3,charger_12_1,EV_4,19.458112593115256,-0.024,['Charging Power Violation']
7988,4,charger_15_1,,,-0.024,['Discharge During Idle']
7989,1,charger_1_1,,,-0.024,['Discharge During Idle']
7989,2,charger_10_1,EV_3,7.436466025100596,-0.024,['Charging Power Violation']
7989,3,charger_12_1,EV_4,19.15616965810196,-0.024,['Charging Power Violation']
7989,4,charger_15_1,,,-0.024,['Discharge During Idle']
7990,1,charger_1_1,,,-0.024,['Discharge During Idle']
7990,2,charger_10_1,EV_3,7.446259702586514,-0.024,['Charging Power Violation']
7990,3,charger_12_1,EV_4,18.85603838069874,-0.024,['Charging Power Violation']
7990,4,charger_15_1,,,-0.024,['Discharge During Idle']
7991,1,charger_1_1,,,0.034,['Charging with No EV Connected']
7991,2,charger_10_1,EV_3,7.447518250577353,0.034,[]
7991,3,charger_12_1,EV_4,18.557707890959943,0.034,[]
7991,4,charger_15_1,,,0.034,['Charging with No EV Connected']
7992,1,charger_1_1,,,0.034,['Charging with No EV Connected']
7992,2,charger_10_1,EV_3,7.620590724482596,0.034,[]
7992,3,charger_12_1,EV_4,18.66411922702289,0.034,[]
7992,4,charger_15_1,,,0.034,['Charging with No EV Connected']
7993,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7993,2,charger_10_1,EV_3,7.792624763544407,0.05532,[]
7993,3,charger_12_1,EV_4,18.769892095069462,0.05532,[]
7993,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7994,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7994,2,charger_10_1,EV_3,8.10017341243872,0.05532,[]
7994,3,charger_12_1,EV_4,19.011577139974627,0.05532,[]
7994,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7995,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7995,2,charger_10_1,EV_3,8.405876769439665,0.05532,[]
7995,3,charger_12_1,EV_4,19.251812074610356,0.05532,[]
7995,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7996,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7996,2,charger_10_1,EV_3,8.709745906298606,0.05532,[]
7996,3,charger_12_1,EV_4,19.490605599638272,0.05532,[]
7996,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7997,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7997,2,charger_10_1,EV_3,9.011791828336392,0.05532,[]
7997,3,charger_12_1,EV_4,19.727966363516018,0.05532,[]
7997,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7998,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
7998,2,charger_10_1,EV_3,9.312025474841953,0.05532,[]
7998,3,charger_12_1,EV_4,19.9639029628105,0.05532,[]
7998,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
7999,1,charger_1_1,,,-0.02,['Discharge During Idle']
7999,2,charger_10_1,EV_3,9.61045771946848,-0.02,['Charging Power Violation']
7999,3,charger_12_1,EV_4,20.198423942509216,-0.02,['Charging Power Violation']
7999,4,charger_15_1,,,-0.02,['Discharge During Idle']
8000,1,charger_1_1,,,-0.02,['Discharge During Idle']
8000,2,charger_10_1,,,-0.02,['Discharge During Idle']
8000,3,charger_12_1,,,-0.02,['Discharge During Idle']
8000,4,charger_15_1,,,-0.02,['Discharge During Idle']
8001,1,charger_1_1,,,-0.02,['Discharge During Idle']
8001,2,charger_10_1,,,-0.02,['Discharge During Idle']
8001,3,charger_12_1,,,-0.02,['Discharge During Idle']
8001,4,charger_15_1,,,-0.02,['Discharge During Idle']
8002,1,charger_1_1,,,-0.02,['Discharge During Idle']
8002,2,charger_10_1,,,-0.02,['Discharge During Idle']
8002,3,charger_12_1,,,-0.02,['Discharge During Idle']
8002,4,charger_15_1,,,-0.02,['Discharge During Idle']
8003,1,charger_1_1,,,-0.02,['Discharge During Idle']
8003,2,charger_10_1,,,-0.02,['Discharge During Idle']
8003,3,charger_12_1,,,-0.02,['Discharge During Idle']
8003,4,charger_15_1,,,-0.02,['Discharge During Idle']
8004,1,charger_1_1,,,-0.02,['Discharge During Idle']
8004,2,charger_10_1,,,-0.02,['Discharge During Idle']
8004,3,charger_12_1,,,-0.02,['Discharge During Idle']
8004,4,charger_15_1,,,-0.02,['Discharge During Idle']
8005,1,charger_1_1,,,-0.02,['Discharge During Idle']
8005,2,charger_10_1,,,-0.02,['Discharge During Idle']
8005,3,charger_12_1,,,-0.02,['Discharge During Idle']
8005,4,charger_15_1,,,-0.02,['Discharge During Idle']
8006,1,charger_1_1,,,-0.02,['Discharge During Idle']
8006,2,charger_10_1,,,-0.02,['Discharge During Idle']
8006,3,charger_12_1,,,-0.02,['Discharge During Idle']
8006,4,charger_15_1,,,-0.02,['Discharge During Idle']
8007,1,charger_1_1,,,-0.02,['Discharge During Idle']
8007,2,charger_10_1,,,-0.02,['Discharge During Idle']
8007,3,charger_12_1,,,-0.02,['Discharge During Idle']
8007,4,charger_15_1,,,-0.02,['Discharge During Idle']
8008,1,charger_1_1,,,-0.0044,['Discharge During Idle']
8008,2,charger_10_1,,,-0.0044,['Discharge During Idle']
8008,3,charger_12_1,,,-0.0044,['Discharge During Idle']
8008,4,charger_15_1,,,-0.0044,['Discharge During Idle']
8009,1,charger_1_1,,,-0.0044,['Discharge During Idle']
8009,2,charger_10_1,,,-0.0044,['Discharge During Idle']
8009,3,charger_12_1,,,-0.0044,['Discharge During Idle']
8009,4,charger_15_1,,,-0.0044,['Discharge During Idle']
8010,1,charger_1_1,,,-0.0044,['Discharge During Idle']
8010,2,charger_10_1,EV_3,7.849009080474922,-0.0044,['Charging Power Violation']
8010,3,charger_12_1,EV_4,19.202718607499463,-0.0044,['Charging Power Violation']
8010,4,charger_15_1,,,-0.0044,['Discharge During Idle']
8011,1,charger_1_1,,,-0.024,['Discharge During Idle']
8011,2,charger_10_1,EV_3,2.5010059582129482,-0.024,['Charging Power Violation']
8011,3,charger_12_1,EV_4,19.826154174854782,-0.024,['Charging Power Violation']
8011,4,charger_15_1,,,-0.024,['Discharge During Idle']
8012,1,charger_1_1,,,-0.024,['Discharge During Idle']
8012,2,charger_10_1,EV_3,6.812008216566675,-0.024,['Charging Power Violation']
8012,3,charger_12_1,EV_4,19.522002990351048,-0.024,['Charging Power Violation']
8012,4,charger_15_1,,,-0.024,['Discharge During Idle']
8013,1,charger_1_1,,,-0.024,['Discharge During Idle']
8013,2,charger_10_1,EV_3,7.366007931577759,-0.024,['Charging Power Violation']
8013,3,charger_12_1,EV_4,19.219676712954335,-0.024,['Charging Power Violation']
8013,4,charger_15_1,,,-0.024,['Discharge During Idle']
8014,1,charger_1_1,,,-0.024,['Discharge During Idle']
8014,2,charger_10_1,EV_3,7.437201493094511,-0.024,['Charging Power Violation']
8014,3,charger_12_1,EV_4,18.919164393222005,-0.024,['Charging Power Violation']
8014,4,charger_15_1,,,-0.024,['Discharge During Idle']
8015,1,charger_1_1,,,0.034,['Charging with No EV Connected']
8015,2,charger_10_1,EV_3,7.446350438148402,0.034,[]
8015,3,charger_12_1,EV_4,18.62045514740807,0.034,[]
8015,4,charger_15_1,,,0.034,['Charging with No EV Connected']
8016,1,charger_1_1,,,0.034,['Charging with No EV Connected']
8016,2,charger_10_1,EV_3,7.619429918928218,0.034,[]
8016,3,charger_12_1,EV_4,18.72648999993233,0.034,[]
8016,4,charger_15_1,,,0.034,['Charging with No EV Connected']
8017,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8017,2,charger_10_1,EV_3,7.791470922823356,0.05532,[]
8017,3,charger_12_1,EV_4,18.831888643341443,0.05532,[]
8017,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8018,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8018,2,charger_10_1,EV_3,8.099026494761993,0.05532,[]
8018,3,charger_12_1,EV_4,19.073201708956972,0.05532,[]
8018,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8019,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8019,2,charger_10_1,EV_3,8.404736733269,0.05532,[]
8019,3,charger_12_1,EV_4,19.31306689617881,0.05532,[]
8019,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8020,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8020,2,charger_10_1,EV_3,8.708612710344966,0.05532,[]
8020,3,charger_12_1,EV_4,19.551492892277317,0.05532,[]
8020,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8021,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8021,2,charger_10_1,EV_3,9.010665431558474,0.05532,[]
8021,3,charger_12_1,EV_4,19.788488332399233,0.05532,[]
8021,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8022,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8022,2,charger_10_1,EV_3,9.310905836444702,0.05532,[]
8022,3,charger_12_1,EV_4,20.024061799880414,0.05532,[]
8022,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8023,1,charger_1_1,,,-0.02,['Discharge During Idle']
8023,2,charger_10_1,EV_3,9.609344798901612,-0.02,['Charging Power Violation']
8023,3,charger_12_1,EV_4,20.258221826556714,-0.02,['Charging Power Violation']
8023,4,charger_15_1,,,-0.02,['Discharge During Idle']
8024,1,charger_1_1,,,-0.02,['Discharge During Idle']
8024,2,charger_10_1,,,-0.02,['Discharge During Idle']
8024,3,charger_12_1,,,-0.02,['Discharge During Idle']
8024,4,charger_15_1,,,-0.02,['Discharge During Idle']
8025,1,charger_1_1,,,-0.02,['Discharge During Idle']
8025,2,charger_10_1,,,-0.02,['Discharge During Idle']
8025,3,charger_12_1,,,-0.02,['Discharge During Idle']
8025,4,charger_15_1,,,-0.02,['Discharge During Idle']
8026,1,charger_1_1,,,-0.02,['Discharge During Idle']
8026,2,charger_10_1,,,-0.02,['Discharge During Idle']
8026,3,charger_12_1,,,-0.02,['Discharge During Idle']
8026,4,charger_15_1,,,-0.02,['Discharge During Idle']
8027,1,charger_1_1,,,-0.02,['Discharge During Idle']
8027,2,charger_10_1,,,-0.02,['Discharge During Idle']
8027,3,charger_12_1,,,-0.02,['Discharge During Idle']
8027,4,charger_15_1,,,-0.02,['Discharge During Idle']
8028,1,charger_1_1,,,-0.02,['Discharge During Idle']
8028,2,charger_10_1,,,-0.02,['Discharge During Idle']
8028,3,charger_12_1,,,-0.02,['Discharge During Idle']
8028,4,charger_15_1,,,-0.02,['Discharge During Idle']
8029,1,charger_1_1,,,-0.02,['Discharge During Idle']
8029,2,charger_10_1,,,-0.02,['Discharge During Idle']
8029,3,charger_12_1,,,-0.02,['Discharge During Idle']
8029,4,charger_15_1,,,-0.02,['Discharge During Idle']
8030,1,charger_1_1,,,-0.02,['Discharge During Idle']
8030,2,charger_10_1,,,-0.02,['Discharge During Idle']
8030,3,charger_12_1,,,-0.02,['Discharge During Idle']
8030,4,charger_15_1,,,-0.02,['Discharge During Idle']
8031,1,charger_1_1,,,-0.02,['Discharge During Idle']
8031,2,charger_10_1,,,-0.02,['Discharge During Idle']
8031,3,charger_12_1,,,-0.02,['Discharge During Idle']
8031,4,charger_15_1,,,-0.02,['Discharge During Idle']
8032,1,charger_1_1,,,-0.0044,['Discharge During Idle']
8032,2,charger_10_1,,,-0.0044,['Discharge During Idle']
8032,3,charger_12_1,,,-0.0044,['Discharge During Idle']
8032,4,charger_15_1,,,-0.0044,['Discharge During Idle']
8033,1,charger_1_1,,,-0.0044,['Discharge During Idle']
8033,2,charger_10_1,,,-0.0044,['Discharge During Idle']
8033,3,charger_12_1,,,-0.0044,['Discharge During Idle']
8033,4,charger_15_1,,,-0.0044,['Discharge During Idle']
8034,1,charger_1_1,,,-0.0044,['Discharge During Idle']
8034,2,charger_10_1,EV_3,34.0536719182421,-0.0044,['Charging Power Violation']
8034,3,charger_12_1,EV_4,24.97311227051844,-0.0044,['Charging Power Violation']
8034,4,charger_15_1,,,-0.0044,['Discharge During Idle']
8035,1,charger_1_1,,,-0.024,['Discharge During Idle']
8035,2,charger_10_1,EV_3,42.4943962124302,-0.024,['Charging Power Violation']
8035,3,charger_12_1,EV_4,20.5386022064934,-0.024,['Charging Power Violation']
8035,4,charger_15_1,,,-0.024,['Discharge During Idle']
8036,1,charger_1_1,,,-0.024,['Discharge During Idle']
8036,2,charger_10_1,EV_3,42.054235575701014,-0.024,['Charging Power Violation']
8036,3,charger_12_1,EV_4,20.230176333799836,-0.024,['Charging Power Violation']
8036,4,charger_15_1,,,-0.024,['Discharge During Idle']
8037,1,charger_1_1,,,-0.024,['Discharge During Idle']
8037,2,charger_10_1,EV_3,41.6167159027922,-0.024,['Charging Power Violation']
8037,3,charger_12_1,EV_4,19.92360101634243,-0.024,['Charging Power Violation']
8037,4,charger_15_1,,,-0.024,['Discharge During Idle']
8038,1,charger_1_1,,,-0.024,['Discharge During Idle']
8038,2,charger_10_1,EV_3,41.181821347920845,-0.024,['Charging Power Violation']
8038,3,charger_12_1,EV_4,19.618865150789773,-0.024,['Charging Power Violation']
8038,4,charger_15_1,,,-0.024,['Discharge During Idle']
8039,1,charger_1_1,,,0.034,['Charging with No EV Connected']
8039,2,charger_10_1,EV_3,40.74953616037872,0.034,[]
8039,3,charger_12_1,EV_4,19.31595770043043,0.034,[]
8039,4,charger_15_1,,,0.034,['Charging with No EV Connected']
8040,1,charger_1_1,,,0.034,['Charging with No EV Connected']
8040,2,charger_10_1,EV_3,40.72279652682515,0.034,[]
8040,3,charger_12_1,EV_4,19.417819537636557,0.034,[]
8040,4,charger_15_1,,,0.034,['Charging with No EV Connected']
8041,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8041,2,charger_10_1,EV_3,40.6962173310729,0.05532,[]
8041,3,charger_12_1,EV_4,19.519070203819446,0.05532,[]
8041,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8042,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8042,2,charger_10_1,EV_3,40.80634442456204,0.05532,[]
8042,3,charger_12_1,EV_4,19.75626018007211,0.05532,[]
8042,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8043,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8043,2,charger_10_1,EV_3,40.91581075549025,0.05532,[]
8043,3,charger_12_1,EV_4,19.992027016467254,0.05532,[]
8043,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8044,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8044,2,charger_10_1,EV_3,41.024620288432885,0.05532,[]
8044,3,charger_12_1,EV_4,20.22637925184403,0.05532,[]
8044,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8045,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8045,2,charger_10_1,EV_3,41.13277696417787,0.05532,[]
8045,3,charger_12_1,EV_4,20.459325373808547,0.05532,[]
8045,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8046,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8046,2,charger_10_1,EV_3,41.24028469986838,0.05532,[]
8046,3,charger_12_1,EV_4,20.690873819041272,0.05532,[]
8046,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8047,1,charger_1_1,,,-0.02,['Discharge During Idle']
8047,2,charger_10_1,EV_3,41.34714738914475,-0.02,['Charging Power Violation']
8047,3,charger_12_1,EV_4,20.9210329736026,-0.02,['Charging Power Violation']
8047,4,charger_15_1,,,-0.02,['Discharge During Idle']
8048,1,charger_1_1,,,-0.02,['Discharge During Idle']
8048,2,charger_10_1,EV_3,40.94473595526438,-0.02,['Charging Power Violation']
8048,3,charger_12_1,EV_4,20.64117822621548,-0.02,['Charging Power Violation']
8048,4,charger_15_1,,,-0.02,['Discharge During Idle']
8049,1,charger_1_1,,,-0.02,['Discharge During Idle']
8049,2,charger_10_1,,,-0.02,['Discharge During Idle']
8049,3,charger_12_1,,,-0.02,['Discharge During Idle']
8049,4,charger_15_1,,,-0.02,['Discharge During Idle']
8050,1,charger_1_1,,,-0.02,['Discharge During Idle']
8050,2,charger_10_1,,,-0.02,['Discharge During Idle']
8050,3,charger_12_1,,,-0.02,['Discharge During Idle']
8050,4,charger_15_1,,,-0.02,['Discharge During Idle']
8051,1,charger_1_1,,,-0.02,['Discharge During Idle']
8051,2,charger_10_1,,,-0.02,['Discharge During Idle']
8051,3,charger_12_1,,,-0.02,['Discharge During Idle']
8051,4,charger_15_1,,,-0.02,['Discharge During Idle']
8052,1,charger_1_1,,,-0.02,['Discharge During Idle']
8052,2,charger_10_1,,,-0.02,['Discharge During Idle']
8052,3,charger_12_1,,,-0.02,['Discharge During Idle']
8052,4,charger_15_1,,,-0.02,['Discharge During Idle']
8053,1,charger_1_1,,,-0.02,['Discharge During Idle']
8053,2,charger_10_1,,,-0.02,['Discharge During Idle']
8053,3,charger_12_1,,,-0.02,['Discharge During Idle']
8053,4,charger_15_1,,,-0.02,['Discharge During Idle']
8054,1,charger_1_1,,,-0.02,['Discharge During Idle']
8054,2,charger_10_1,,,-0.02,['Discharge During Idle']
8054,3,charger_12_1,,,-0.02,['Discharge During Idle']
8054,4,charger_15_1,,,-0.02,['Discharge During Idle']
8055,1,charger_1_1,,,-0.02,['Discharge During Idle']
8055,2,charger_10_1,,,-0.02,['Discharge During Idle']
8055,3,charger_12_1,,,-0.02,['Discharge During Idle']
8055,4,charger_15_1,,,-0.02,['Discharge During Idle']
8056,1,charger_1_1,,,-0.0044,['Discharge During Idle']
8056,2,charger_10_1,,,-0.0044,['Discharge During Idle']
8056,3,charger_12_1,,,-0.0044,['Discharge During Idle']
8056,4,charger_15_1,,,-0.0044,['Discharge During Idle']
8057,1,charger_1_1,,,-0.0044,['Discharge During Idle']
8057,2,charger_10_1,,,-0.0044,['Discharge During Idle']
8057,3,charger_12_1,,,-0.0044,['Discharge During Idle']
8057,4,charger_15_1,,,-0.0044,['Discharge During Idle']
8058,1,charger_1_1,,,-0.0044,['Discharge During Idle']
8058,2,charger_10_1,,,-0.0044,['Discharge During Idle']
8058,3,charger_12_1,EV_4,11.375567713251925,-0.0044,['Charging Power Violation']
8058,4,charger_15_1,,,-0.0044,['Discharge During Idle']
8059,1,charger_1_1,,,-0.024,['Discharge During Idle']
8059,2,charger_10_1,EV_3,40.19377982417887,-0.024,['Charging Power Violation']
8059,3,charger_12_1,EV_4,12.00252735572602,-0.024,['Charging Power Violation']
8059,4,charger_15_1,,,-0.024,['Discharge During Idle']
8060,1,charger_1_1,,,-0.024,['Discharge During Idle']
8060,2,charger_10_1,EV_3,36.208432936138166,-0.024,['Charging Power Violation']
8060,3,charger_12_1,EV_4,11.745317932137057,-0.024,['Charging Power Violation']
8060,4,charger_15_1,,,-0.024,['Discharge During Idle']
8061,1,charger_1_1,,,-0.024,['Discharge During Idle']
8061,2,charger_10_1,EV_3,35.80598807906673,-0.024,['Charging Power Violation']
8061,3,charger_12_1,EV_4,11.48965176508963,-0.024,['Charging Power Violation']
8061,4,charger_15_1,,,-0.024,['Discharge During Idle']
8062,1,charger_1_1,,,-0.024,['Discharge During Idle']
8062,2,charger_10_1,EV_3,35.405957891137724,-0.024,['Charging Power Violation']
8062,3,charger_12_1,EV_4,11.235519595044485,-0.024,['Charging Power Violation']
8062,4,charger_15_1,,,-0.024,['Discharge During Idle']
8063,1,charger_1_1,,,0.034,['Charging with No EV Connected']
8063,2,charger_10_1,EV_3,35.008327884336296,0.034,[]
8063,3,charger_12_1,EV_4,10.982912218019612,0.034,[]
8063,4,charger_15_1,,,0.034,['Charging with No EV Connected']
8064,1,charger_1_1,,,0.034,['Charging with No EV Connected']
8064,2,charger_10_1,EV_3,35.01603550043898,0.034,[]
8064,3,charger_12_1,EV_4,11.134772328120201,0.034,[]
8064,4,charger_15_1,,,0.034,['Charging with No EV Connected']
8065,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8065,2,charger_10_1,EV_3,35.02369687084505,0.05532,[]
8065,3,charger_12_1,EV_4,11.285721277560187,0.05532,[]
8065,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8066,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8066,2,charger_10_1,EV_3,35.16785908709556,0.05532,[]
8066,3,charger_12_1,EV_4,11.572311347370404,0.05532,[]
8066,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8067,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8067,2,charger_10_1,EV_3,35.31115633004856,0.05532,[]
8067,3,charger_12_1,EV_4,11.857181876761759,0.05532,[]
8067,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8068,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8068,2,charger_10_1,EV_3,35.45359378954385,0.05532,[]
8068,3,charger_12_1,EV_4,12.140343182976768,0.05532,[]
8068,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8069,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8069,2,charger_10_1,EV_3,35.59517662428217,0.05532,[]
8069,3,charger_12_1,EV_4,12.421805521354486,0.05532,[]
8069,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8070,1,charger_1_1,,,0.05532,['Charging with No EV Connected']
8070,2,charger_10_1,EV_3,35.73590996201205,0.05532,[]
8070,3,charger_12_1,EV_4,12.701579085701937,0.05532,[]
8070,4,charger_15_1,,,0.05532,['Charging with No EV Connected']
8071,1,charger_1_1,,,-0.02,['Discharge During Idle']
8071,2,charger_10_1,EV_3,35.87579889971556,-0.02,['Charging Power Violation']
8071,3,charger_12_1,EV_4,12.979674008663304,-0.02,['Charging Power Violation']
8071,4,charger_15_1,,,-0.02,['Discharge During Idle']
8072,1,charger_1_1,,,-0.02,['Discharge During Idle']
8072,2,charger_10_1,EV_3,35.506215556771764,-0.02,['Charging Power Violation']
8072,3,charger_12_1,EV_4,12.74746741506582,-0.02,['Charging Power Violation']
8072,4,charger_15_1,,,-0.02,['Discharge During Idle']
8073,1,charger_1_1,,,-0.02,['Discharge During Idle']
8073,2,charger_10_1,EV_3,35.13884971388563,-0.02,['Charging Power Violation']
8073,3,charger_12_1,EV_4,12.516654061029922,-0.02,['Charging Power Violation']
8073,4,charger_15_1,,,-0.02,['Discharge During Idle']
8074,1,charger_1_1,,,-0.02,['Discharge During Idle']
8074,2,charger_10_1,,,-0.02,['Discharge During Idle']
8074,3,charger_12_1,EV_4,12.287225587118238,-0.02,['Charging Power Violation']
8074,4,charger_15_1,,,-0.02,['Discharge During Idle']
8075,1,charger_1_1,,,-0.02,['Discharge During Idle']
8075,2,charger_10_1,,,-0.02,['Discharge During Idle']
8075,3,charger_12_1,,,-0.02,['Discharge During Idle']
8075,4,charger_15_1,,,-0.02,['Discharge During Idle']
8076,1,charger_1_1,,,-0.02,['Discharge During Idle']
8076,2,charger_10_1,,,-0.02,['Discharge During Idle']
